"ID","direction","has_neighbour","n_neighbours","nearest_distance_m","mean_distance_m","proximity_pressure","neighbour_density_per_ha","distance_threshold_m","DGR"
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.80516003506876,460,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.72916189868967,470,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.65786399054058,480,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.59088656151832,490,3.08181573247357
"098_3","SE",1,30,43.1656766179142,136.086796223043,0.276410557487442,1.5278874536822,500,3.08181573247357
"098_4","SE",0,0,NA,NA,0,0,10,3.15432966239733
"098_4","SE",0,0,NA,NA,0,0,20,3.15432966239733
"098_4","SE",0,0,NA,NA,0,0,30,3.15432966239733
"098_4","SE",0,0,NA,NA,0,0,40,3.15432966239733
"098_4","SE",1,3,43.6925767169099,45.7550995806946,0.0656443043910729,15.278874536822,50,3.15432966239733
"098_4","SE",1,4,43.6925767169099,48.1811505233552,0.0836755442294992,14.1471060526129,60,3.15432966239733
"098_4","SE",1,4,43.6925767169099,48.1811505233552,0.0836755442294992,10.3937922019197,70,3.15432966239733
"098_4","SE",1,4,43.6925767169099,48.1811505233552,0.0836755442294992,7.95774715459477,80,3.15432966239733
"098_4","SE",1,4,43.6925767169099,48.1811505233552,0.0836755442294992,6.28760269005019,90,3.15432966239733
"098_4","SE",1,10,43.6925767169099,75.875010838592,0.147362308715824,12.7323954473516,100,3.15432966239733
"098_4","SE",1,10,43.6925767169099,75.875010838592,0.147362308715824,10.5226408655799,110,3.15432966239733
"098_4","SE",1,10,43.6925767169099,75.875010838592,0.147362308715824,8.84194128288307,120,3.15432966239733
"098_4","SE",1,11,43.6925767169099,80.7024550422506,0.155115635262274,8.28735798348331,130,3.15432966239733
"098_4","SE",1,16,43.6925767169099,98.2401694399199,0.191666128880959,10.3937922019197,140,3.15432966239733
"098_4","SE",1,18,43.6925767169099,103.094614975693,0.205757581421928,10.1859163578813,150,3.15432966239733
"098_4","SE",1,19,43.6925767169099,105.843326877087,0.212195896458882,9.44982474608129,160,3.15432966239733
"098_4","SE",1,21,43.6925767169099,111.815121661998,0.224062010720578,9.2519136468645,170,3.15432966239733
"098_4","SE",1,22,43.6925767169099,114.825193286458,0.229678830256118,8.64545369881901,180,3.15432966239733
"098_4","SE",1,25,43.6925767169099,123.390505359274,0.24579713375937,8.81744837074212,190,3.15432966239733
"098_4","SE",1,25,43.6925767169099,123.390505359274,0.24579713375937,7.95774715459477,200,3.15432966239733
"098_4","SE",1,26,43.6925767169099,126.36522134795,0.250778872670692,7.50662770138645,210,3.15432966239733
"098_4","SE",1,27,43.6925767169099,129.661716430393,0.255422032196891,7.1027825842664,220,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,6.73926413092336,230,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,6.18935889801815,240,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,5.70411316041353,250,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,5.27377326221665,260,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,4.89035764781681,270,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,4.54728408833987,280,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,4.23908528568187,290,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,3.96118969473162,300,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,3.7097510148371,310,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,3.48151438013521,320,3.15432966239733
"098_4","SE",1,28,43.6925767169099,133.203047475447,0.25979229892531,3.27371049151373,330,3.15432966239733
